"idSector" "layer" "cFile" "idD" "xLeftC" "xRightC" "yInfL" "ySupL" "xLeftL" "xRightL" "yLeftL" "yRightL" "xLeftLed" "xRightLed" "xLengthL" "xLengthInfL" "xLengthSupL" "xLeftInfP" "xLeftSupP" "xLeftEdgeS" "yLeftInfS" "yLeftSupS" "yLeftEdgeS" "xRightInfS" "xRightSupS" "xRightEdgeS" "yRightInfS" "yRightSupS" "yRightEdgeS" "APF" "vessel" "idVessel" "nbcell" "Vorigin" "cLdif" "laydif" "circle"
"224" "c3.l38" 38 3 "St.Fs.55.06_28_2018" 534 536 1107.222 1137.171 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 63.6521783214971 63.6556856812344 63.6539320013658 1107.222 1137.171 1122.1965 86.475521850932 86.4806081073276 86.4780649791298 1104.747 1134.74 1119.7435 0 1 533 0 1 0 0 0
"225" "c3.l39" 39 3 "St.Fs.55.06_28_2018" 538 544 1137.171 1167.121 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 63.6556856812344 58.856026511103 61.2558560961687 1137.171 1167.121 1152.146 86.4806081073276 81.8297893038946 84.1551987056111 1134.74 1164.733 1149.7365 0 1 533 0 NA 0 -1 1
"227" "c3.l40" 40 3 "St.Fs.55.06_28_2018" 549 544 1167.121 1197.071 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 58.856026511103 58.8594631462157 58.8577448286593 1167.121 1197.071 1182.096 81.8297893038946 81.8347729977927 81.8322811508436 1164.733 1194.726 1179.7295 0 1 533 0 NA 0 -2 2
"319" "c4.l37" 37 4 "St.Fs.55.06_28_2018" 521 530 1074.754 1104.747 26.0322051127166 189.148162808065 1094.801625 1094.801625 19.0322051127166 196.148162808065 177.115957695348 189.277782359783 189.678038394177 88.4029182529534 86.475521850932 87.4392200519427 1074.754 1104.747 1089.7505 108.456391224346 106.575091872739 107.515741548542 1074.842 1104.866 1089.854 1 1 533 1 NA -1 1 1
"320" "c4.l38" 38 4 "St.Fs.55.06_28_2018" 534 536 1104.747 1134.74 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 86.475521850932 86.4806081073276 86.4780649791298 1104.747 1134.74 1119.7435 106.575091872739 106.581568597796 106.578330235268 1104.866 1134.889 1119.8775 0 1 533 0 NA -1 0 1
"321" "c4.l39" 39 4 "St.Fs.55.06_28_2018" 538 544 1134.74 1164.733 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 86.4806081073276 81.8297893038946 84.1551987056111 1134.74 1164.733 1149.7365 106.581568597796 102.061827318946 104.321697958371 1134.889 1164.912 1149.9005 0 1 533 0 NA -1 -1 1
"416" "c5.l38" 38 5 "St.Fs.55.06_28_2018" 534 536 1104.866 1134.889 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 106.575091872739 106.581568597796 106.578330235268 1104.866 1134.889 1119.8775 124.796197406526 124.803934649904 124.800066028215 1108.912 1138.892 1123.902 1 1 533 1 NA -2 0 2
"417" "c5.l39" 39 5 "St.Fs.55.06_28_2018" 538 544 1134.889 1164.912 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 106.581568597796 102.061827318946 104.321697958371 1134.889 1164.912 1149.9005 124.803934649904 120.403020659693 122.603477654798 1138.892 1168.873 1153.8825 1 1 533 3 NA -2 -1 2
"512" "c6.l38" 38 6 "St.Fs.55.06_28_2018" 534 536 1108.912 1138.892 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 124.796197406526 124.803934649904 124.800066028215 1108.912 1138.892 1123.902 150.43723766799 150.446748733539 150.441993200765 1115.939 1145.83 1130.8845 0 1 539 0 NA 1 0 1
"513" "c6.l39" 39 6 "St.Fs.55.06_28_2018" 538 544 1138.892 1168.873 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 124.803934649904 120.403020659693 122.603477654798 1138.892 1168.873 1153.8825 150.446748733539 146.21305046394 148.32989959874 1145.83 1175.721 1160.7755 0 1 539 0 NA 1 -1 1
"515" "c6.l40" 40 6 "St.Fs.55.06_28_2018" 549 544 1168.873 1198.854 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 120.403020659693 120.410601884391 120.406811272042 1168.873 1198.854 1183.8635 146.21305046394 146.222369742336 146.217710103138 1175.721 1205.611 1190.666 1 1 539 1 NA 1 -2 2
"607" "c7.l37" 37 7 "St.Fs.55.06_28_2018" 521 530 1086.048 1115.939 26.0322051127166 189.148162808065 1094.801625 1094.801625 19.0322051127166 196.148162808065 177.115957695348 189.277782359783 189.678038394177 152.21794205444 150.43723766799 151.327589861215 1086.048 1115.939 1100.9935 179.44943385578 177.731326678911 178.590380267345 1094.56 1124.357 1109.4585 1 1 539 1 NA 0 1 1
"608" "c7.l38" 38 7 "St.Fs.55.06_28_2018" 534 536 1115.939 1145.83 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 150.43723766799 150.446748733539 150.441993200765 1115.939 1145.83 1130.8845 177.731326678911 177.742725922933 177.737026300922 1124.357 1154.154 1139.2555 0 1 539 0 1 0 0 0
"609" "c7.l39" 39 7 "St.Fs.55.06_28_2018" 538 544 1145.83 1175.721 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 150.446748733539 146.21305046394 148.32989959874 1145.83 1175.721 1160.7755 177.742725922933 173.687023581575 175.714874752254 1154.154 1183.951 1169.0525 0 1 539 0 NA 0 -1 1
"611" "c7.l40" 40 7 "St.Fs.55.06_28_2018" 549 544 1175.721 1205.611 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 146.21305046394 146.222369742336 146.217710103138 1175.721 1205.611 1190.666 173.687023581575 173.698192964016 173.692608272795 1183.951 1213.748 1198.8495 1 1 539 1 NA 0 -2 2
"704" "c8.l38" 38 8 "St.Fs.55.06_28_2018" 534 536 1124.357 1154.154 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 177.731326678911 177.742725922933 177.737026300922 1124.357 1154.154 1139.2555 201.712443849779 201.712443849779 201.712443849779 1124.357 1154.154 1132.26920623287 1 1 539 1 NA -1 0 1
"705" "c8.l39" 39 8 "St.Fs.55.06_28_2018" 538 544 1154.154 1183.951 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 177.742725922933 173.687023581575 175.714874752254 1154.154 1183.951 1169.0525 201.712443849779 197.788616200101 199.75053002494 1154.154 1183.951 1179.40288746588 1 1 539 1 NA -1 -1 1
"33" "c1.l39" 39 1 "St.Fs.55.06_28_2018" 538 544 1135.649 1165.581 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 12.9524217898554 7.8221287516425 7.8221287516425 1135.649 1165.581 1150.615 39.4030314819864 34.4452217658405 36.9241266239135 1136.361 1166.311 1151.336 1 1 548 1 NA 1 1 1
"35" "c1.l40" 40 1 "St.Fs.55.06_28_2018" 549 544 1165.581 1195.512 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 7.8221287516425 7.8221287516425 7.8221287516425 1165.581 1195.512 1191.79340137982 34.4452217658405 34.4470145714124 34.4461181686264 1166.311 1196.261 1181.286 1 1 548 1 NA 1 0 1
"36" "c1.l41" 41 1 "St.Fs.55.06_28_2018" 553 563 1195.512 1225.444 18.8381869117212 179.858806413126 1214.5595625 1214.5595625 11.8381869117212 186.858806413126 175.020619501405 190.839770617933 182.719637178851 7.8221287516425 11.8329475558834 7.8221287516425 1195.512 1225.444 1214.5595625 34.4470145714124 37.3074229326072 35.8772187520098 1196.261 1226.211 1211.236 1 1 548 2 NA 1 -1 1
"1281" "c2.l38" 38 2 "St.Fs.55.06_28_2018" 534 536 1106.411 1136.361 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 39.4012017811676 39.4030314819864 39.402116631577 1106.411 1136.361 1121.386 63.6521783214971 63.6556856812344 63.6539320013658 1107.222 1137.171 1122.1965 0 1 548 0 NA 0 2 2
"1291" "c2.l39" 39 2 "St.Fs.55.06_28_2018" 538 544 1136.361 1166.311 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 39.4030314819864 34.4452217658405 36.9241266239135 1136.361 1166.311 1151.336 63.6556856812344 58.856026511103 61.2558560961687 1137.171 1167.121 1152.146 0 1 548 0 NA 0 1 1
"1311" "c2.l40" 40 2 "St.Fs.55.06_28_2018" 549 544 1166.311 1196.261 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 34.4452217658405 34.4470145714124 34.4461181686264 1166.311 1196.261 1181.286 58.856026511103 58.8594631462157 58.8577448286593 1167.121 1197.071 1182.096 0 1 548 0 1 0 0 0
"132" "c2.l41" 41 2 "St.Fs.55.06_28_2018" 553 563 1196.261 1226.211 18.8381869117212 179.858806413126 1214.5595625 1214.5595625 11.8381869117212 186.858806413126 175.020619501405 190.839770617933 182.719637178851 34.4470145714124 37.3074229326072 35.8772187520098 1196.261 1226.211 1211.236 58.8594631462157 60.6650562503276 59.7622596982716 1197.071 1227.021 1212.046 0 1 548 0 NA 0 -1 1
"2251" "c3.l39" 39 3 "St.Fs.55.06_28_2018" 538 544 1137.171 1167.121 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 63.6556856812344 58.856026511103 61.2558560961687 1137.171 1167.121 1152.146 86.4806081073276 81.8297893038946 84.1551987056111 1134.74 1164.733 1149.7365 0 1 548 0 NA -1 1 1
"2271" "c3.l40" 40 3 "St.Fs.55.06_28_2018" 549 544 1167.121 1197.071 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 58.856026511103 58.8594631462157 58.8577448286593 1167.121 1197.071 1182.096 81.8297893038946 81.8347729977927 81.8322811508436 1164.733 1194.726 1179.7295 0 1 548 0 NA -1 0 1
"228" "c3.l41" 41 3 "St.Fs.55.06_28_2018" 553 563 1197.071 1227.021 18.8381869117212 179.858806413126 1214.5595625 1214.5595625 11.8381869117212 186.858806413126 175.020619501405 190.839770617933 182.719637178851 58.8594631462157 60.6650562503276 59.7622596982716 1197.071 1227.021 1212.046 81.8347729977927 82.6476468630545 82.2412099304236 1194.726 1224.719 1209.7225 0 1 548 0 NA -1 -1 1
"518" "c6.l43" 43 6 "St.Fs.55.06_28_2018" 617 597 1258.815 1288.795 17.2174151846828 186.653891923607 1296.0431438059 1258.69969848511 10.2174151846828 193.653891923607 187.199022184457 184.314085797559 184.301073136837 118.915453013687 118.923127687867 118.919290350777 1258.815 1288.795 1273.805 143.835308847847 143.844742999732 143.84002592379 1265.393 1295.284 1280.3385 1 1 631 3 NA 1 1 1
"519" "c6.l44" 44 6 "St.Fs.55.06_28_2018" 617 597 1288.795 1318.776 17.2174151846828 184.15528877761 1296.0431438059 1296.0431438059 10.2174151846828 191.15528877761 180.937873592928 184.301073136837 181.801162032398 118.923127687867 117.436263939142 118.179695813504 1288.795 1318.776 1303.7855 143.844742999732 142.017004374116 142.930873686924 1295.284 1325.174 1310.229 1 1 631 2 NA 1 0 1
"614" "c7.l43" 43 7 "St.Fs.55.06_28_2018" 617 597 1265.393 1295.284 17.2174151846828 186.653891923607 1296.0431438059 1258.69969848511 10.2174151846828 193.653891923607 187.199022184457 184.314085797559 184.301073136837 143.835308847847 143.844742999732 143.84002592379 1265.393 1295.284 1280.3385 170.361719490363 170.373026551483 170.367373020923 1273.341 1303.138 1288.2395 1 1 631 2 NA 0 1 1
"615" "c7.l44" 44 7 "St.Fs.55.06_28_2018" 617 597 1295.284 1325.174 17.2174151846828 184.15528877761 1296.0431438059 1296.0431438059 10.2174151846828 191.15528877761 180.937873592928 184.301073136837 181.801162032398 143.844742999732 142.017004374116 142.930873686924 1295.284 1325.174 1310.229 170.373026551483 168.182437232737 169.27773189211 1303.138 1332.935 1318.0365 0 1 631 0 1 0 0 0
"616" "c7.l45" 45 7 "St.Fs.55.06_28_2018" 644 657 1325.174 1355.065 18.797714277543 171.532591565237 1337.35116234682 1337.35116234682 11.797714277543 178.532591565237 166.734877287694 181.801162032398 174.358640552482 142.017004374116 138.116141842021 140.066573108069 1325.174 1355.065 1340.1195 168.182437232737 163.193430440352 165.687933836545 1332.935 1362.732 1347.8335 1 1 631 2 NA 0 -1 1
"710" "c8.l43" 43 8 "St.Fs.55.06_28_2018" 617 597 1273.341 1303.138 17.2174151846828 186.653891923607 1296.0431438059 1258.69969848511 10.2174151846828 193.653891923607 187.199022184457 184.314085797559 184.301073136837 170.361719490363 170.373026551483 170.367373020923 1273.341 1303.138 1288.2395 193.653891923607 193.653891923607 193.653891923607 1273.341 1303.138 1288.2395 1 1 631 1 NA -1 1 1
"711" "c8.l44" 44 8 "St.Fs.55.06_28_2018" 617 597 1303.138 1332.935 17.2174151846828 184.15528877761 1296.0431438059 1296.0431438059 10.2174151846828 191.15528877761 180.937873592928 184.301073136837 181.801162032398 170.373026551483 168.182437232737 169.27773189211 1303.138 1332.935 1318.0365 193.653891923607 191.15528877761 192.404590350609 1303.138 1332.935 1318.0365 0 1 631 0 NA -1 0 1
"137" "c2.l46" 46 2 "St.Fs.55.06_28_2018" 658 662 1346.012 1375.962 23.6888430100688 178.269647717249 1371.03679725255 1371.03679725255 16.6888430100688 185.269647717249 168.58080470718 174.358640552482 171.754659254596 36.0983490651896 39.2075582928567 37.6529536790231 1346.012 1375.962 1360.987 58.3796839450558 61.1528073710604 59.7662456580581 1346.821 1376.771 1361.796 0 1 660 0 NA 1 0 1
"138" "c2.l47" 47 2 "St.Fs.55.06_28_2018" 685 683 1375.962 1405.912 22.273467896179 179.141728982498 1417.3479050479 1411.48190182983 15.273467896179 186.141728982498 170.968923025259 171.754659254596 171.741114750261 39.2075582928567 39.2094458745904 39.2085020837235 1375.962 1405.912 1390.937 61.1528073710604 61.1564256829207 61.1546165269905 1376.771 1406.72 1391.7455 1 1 660 1 NA 1 -1 1
"232" "c3.l45" 45 3 "St.Fs.55.06_28_2018" 644 657 1316.871 1346.821 18.797714277543 171.532591565237 1337.35116234682 1337.35116234682 11.797714277543 178.532591565237 166.734877287694 181.801162032398 174.358640552482 58.8206521326649 58.3796839450558 58.6001680388604 1316.871 1346.821 1331.846 80.7002123000596 79.3493368335435 80.0247745668015 1314.699 1344.692 1329.6955 1 1 660 1 NA 0 1 1
"233" "c3.l46" 46 3 "St.Fs.55.06_28_2018" 658 662 1346.821 1376.771 23.6888430100688 178.269647717249 1371.03679725255 1371.03679725255 16.6888430100688 185.269647717249 168.58080470718 174.358640552482 171.754659254596 58.3796839450558 61.1528073710604 59.7662456580581 1346.821 1376.771 1361.796 79.3493368335435 81.8061595244434 80.5777481789935 1344.692 1374.685 1359.6885 0 1 660 0 1 0 0 0
"234" "c3.l47" 47 3 "St.Fs.55.06_28_2018" 685 683 1376.771 1406.72 22.273467896179 179.141728982498 1417.3479050479 1411.48190182983 15.273467896179 186.141728982498 170.968923025259 171.754659254596 171.741114750261 61.1528073710604 61.1564256829207 61.1546165269905 1376.771 1406.72 1391.7455 81.8061595244434 81.8114066799162 81.8087831021798 1374.685 1404.678 1389.6815 0 1 660 0 NA 0 -1 1
"329" "c4.l46" 46 4 "St.Fs.55.06_28_2018" 658 662 1344.692 1374.685 23.6888430100688 178.269647717249 1371.03679725255 1371.03679725255 16.6888430100688 185.269647717249 168.58080470718 174.358640552482 171.754659254596 79.3493368335435 81.8061595244434 80.5777481789935 1344.692 1374.685 1359.6885 97.8164385542692 99.9947083344187 98.9055734443439 1345.053 1375.076 1360.0645 0 1 660 0 NA -1 0 1
"330" "c4.l47" 47 4 "St.Fs.55.06_28_2018" 685 683 1374.685 1404.678 22.273467896179 179.141728982498 1417.3479050479 1411.48190182983 15.273467896179 186.141728982498 170.968923025259 171.754659254596 171.741114750261 81.8061595244434 81.8114066799162 81.8087831021798 1374.685 1404.678 1389.6815 99.9947083344187 100.00138994476 99.9980491395894 1375.076 1405.1 1390.088 1 1 660 2 NA -1 -1 1
"521" "c6.l46" 46 6 "St.Fs.55.06_28_2018" 658 662 1348.756 1378.737 23.6888430100688 178.269647717249 1371.03679725255 1371.03679725255 16.6888430100688 185.269647717249 168.58080470718 174.358640552482 171.754659254596 114.557642917918 116.48339276963 115.520517843774 1348.756 1378.737 1363.7465 138.116141842021 139.686541485159 138.90134166359 1355.065 1384.956 1370.0105 1 1 666 2 NA 1 0 1
"617" "c7.l46" 46 7 "St.Fs.55.06_28_2018" 658 662 1355.065 1384.956 23.6888430100688 178.269647717249 1371.03679725255 1371.03679725255 16.6888430100688 185.269647717249 168.58080470718 174.358640552482 171.754659254596 138.116141842021 139.686541485159 138.90134166359 1355.065 1384.956 1370.0105 163.193430440352 164.38557085048 163.789500645416 1362.732 1392.529 1377.6305 0 1 666 0 1 0 0 0
"332" "c4.l49" 49 4 "St.Fs.55.06_28_2018" 704 683 1434.671 1464.665 28.2859158668472 179.692572699115 1454.076 1454.076 21.2859158668472 186.692572699115 165.406656832268 172.275570352967 174.005141619193 82.0333514442967 81.6024222532571 81.8178868487769 1434.671 1464.665 1449.668 100.284009440333 100.042799006004 100.163404223168 1435.123 1465.146 1450.1345 1 1 710 1 NA 2 1 2
"334" "c4.l50" 50 4 "St.Fs.55.06_28_2018" 708 683 1464.665 1494.658 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 81.6024222532571 81.1690309940762 81.3857266236667 1464.665 1494.658 1479.6615 100.042799006004 99.7541075858526 99.8984532959282 1465.146 1495.17 1480.158 1 1 710 1 NA 2 0 2
"335" "c4.l51" 51 4 "St.Fs.55.06_28_2018" 727 733 1494.658 1524.651 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 81.1690309940762 80.621766107735 80.8953985509056 1494.658 1524.651 1509.6545 99.7541075858526 99.3060340620986 99.5300708239756 1495.17 1525.193 1510.1815 1 1 710 3 NA 2 -1 2
"427" "c5.l48" 48 5 "St.Fs.55.06_28_2018" 685 683 1405.1 1435.123 22.273467896179 179.141728982498 1417.3479050479 1417.3479050479 15.273467896179 186.141728982498 170.868261086319 171.741114750261 172.275570352967 100.00138994476 100.284009440333 100.142699692547 1405.1 1435.123 1420.1115 116.491374773637 116.828998464777 116.660186619207 1408.717 1438.698 1423.7075 1 1 710 1 NA 1 2 2
"428" "c5.l49" 49 5 "St.Fs.55.06_28_2018" 704 683 1435.123 1465.146 28.2859158668472 179.692572699115 1454.076 1454.076 21.2859158668472 186.692572699115 165.406656832268 172.275570352967 174.005141619193 100.284009440333 100.042799006004 100.163404223168 1435.123 1465.146 1450.1345 116.828998464777 116.759776062232 116.794387263505 1438.698 1468.678 1453.688 0 1 710 0 NA 1 1 1
"430" "c5.l50" 50 5 "St.Fs.55.06_28_2018" 708 683 1465.146 1495.17 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 100.042799006004 99.7541075858526 99.8984532959282 1465.146 1495.17 1480.158 116.759776062232 116.602261131668 116.68101859695 1468.678 1498.659 1483.6685 0 1 710 0 NA 1 0 1
"431" "c5.l51" 51 5 "St.Fs.55.06_28_2018" 727 733 1495.17 1525.193 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 99.7541075858526 99.3060340620986 99.5300708239756 1495.17 1525.193 1510.1815 116.602261131668 116.244108749699 116.423184940684 1498.659 1528.64 1513.6495 0 1 710 0 NA 1 -1 1
"523" "c6.l48" 48 6 "St.Fs.55.06_28_2018" 685 683 1408.717 1438.698 22.273467896179 179.141728982498 1417.3479050479 1417.3479050479 15.273467896179 186.141728982498 170.868261086319 171.741114750261 172.275570352967 116.491374773637 116.828998464777 116.660186619207 1408.717 1438.698 1423.7075 139.696353424583 140.11137992701 139.903866675797 1414.847 1444.738 1429.7925 1 1 710 2 NA 0 2 2
"524" "c6.l49" 49 6 "St.Fs.55.06_28_2018" 704 683 1438.698 1468.678 28.2859158668472 179.692572699115 1454.076 1454.076 21.2859158668472 186.692572699115 165.406656832268 172.275570352967 174.005141619193 116.828998464777 116.759776062232 116.794387263505 1438.698 1468.678 1453.688 140.11137992701 140.284181919708 140.197780923359 1444.738 1474.628 1459.683 0 1 710 0 NA 0 1 1
"526" "c6.l50" 50 6 "St.Fs.55.06_28_2018" 708 683 1468.678 1498.659 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 116.759776062232 116.602261131668 116.68101859695 1468.678 1498.659 1483.6685 140.284181919708 140.311260709028 140.297721314368 1474.628 1504.519 1489.5735 0 1 710 0 1 0 0 0
"527" "c6.l51" 51 6 "St.Fs.55.06_28_2018" 727 733 1498.659 1528.64 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 116.602261131668 116.244108749699 116.423184940684 1498.659 1528.64 1513.6495 140.311260709028 140.079646841013 140.195453775021 1504.519 1534.41 1519.4645 1 1 710 1 NA 0 -1 1
"622" "c7.l50" 50 7 "St.Fs.55.06_28_2018" 708 683 1474.628 1504.519 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 140.284181919708 140.311260709028 140.297721314368 1474.628 1504.519 1489.5735 165.32517951012 165.548752566833 165.436966038476 1481.919 1511.716 1496.8175 0 1 710 0 NA -1 0 1
"142" "c2.l50" 50 2 "St.Fs.55.06_28_2018" 708 683 1465.813 1495.763 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 38.4140258585066 37.6417394623084 38.0278826604075 1465.813 1495.763 1480.788 60.6631159405588 60.0654159856573 60.3642659631081 1466.62 1496.57 1481.595 0 1 711 0 1 0 0 0
"143" "c2.l51" 51 2 "St.Fs.55.06_28_2018" 727 733 1495.763 1525.713 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 37.6417394623084 36.8621628426555 37.251951152482 1495.763 1525.713 1510.738 60.0654159856573 59.4055179165652 59.7354669511112 1496.57 1526.52 1511.545 1 1 711 3 NA 0 -1 1
"238" "c3.l50" 50 3 "St.Fs.55.06_28_2018" 708 683 1466.62 1496.57 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 60.6631159405588 60.0654159856573 60.3642659631081 1466.62 1496.57 1481.595 81.6024222532571 81.1690309940762 81.3857266236667 1464.665 1494.658 1479.6615 0 1 711 0 NA -1 0 1
"239" "c3.l51" 51 3 "St.Fs.55.06_28_2018" 727 733 1496.57 1526.52 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 60.0654159856573 59.4055179165652 59.7354669511112 1496.57 1526.52 1511.545 81.1690309940762 80.621766107735 80.8953985509056 1494.658 1524.651 1509.6545 1 1 711 1 NA -1 -1 1
"620" "c7.l49" 49 7 "St.Fs.55.06_28_2018" 704 683 1444.738 1474.628 28.2859158668472 179.692572699115 1454.076 1454.076 21.2859158668472 186.692572699115 165.406656832268 172.275570352967 174.005141619193 140.11137992701 140.284181919708 140.197780923359 1444.738 1474.628 1459.683 164.894750084244 165.32517951012 165.109964797182 1452.122 1481.919 1467.0205 1 1 713 1 NA 1 1 1
"6221" "c7.l50" 50 7 "St.Fs.55.06_28_2018" 708 683 1474.628 1504.519 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 140.284181919708 140.311260709028 140.297721314368 1474.628 1504.519 1489.5735 165.32517951012 165.548752566833 165.436966038476 1481.919 1511.716 1496.8175 0 1 713 0 NA 1 0 1
"715" "c8.l48" 48 8 "St.Fs.55.06_28_2018" 685 683 1422.326 1452.122 22.273467896179 179.141728982498 1417.3479050479 1417.3479050479 15.273467896179 186.141728982498 170.868261086319 171.741114750261 172.275570352967 164.397330699179 164.894750084244 164.646040391712 1422.326 1452.122 1437.224 186.141728982498 186.692572699115 186.417150840807 1422.326 1452.122 1437.224 0 1 713 0 NA 0 2 2
"716" "c8.l49" 49 8 "St.Fs.55.06_28_2018" 704 683 1452.122 1481.919 28.2859158668472 179.692572699115 1454.076 1454.076 21.2859158668472 186.692572699115 165.406656832268 172.275570352967 174.005141619193 164.894750084244 165.32517951012 165.109964797182 1452.122 1481.919 1467.0205 186.692572699115 187.319112285274 187.005842492195 1452.122 1481.919 1454.076 0 1 713 0 NA 0 1 1
"718" "c8.l50" 50 8 "St.Fs.55.06_28_2018" 708 683 1481.919 1511.716 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 165.32517951012 165.548752566833 165.436966038476 1481.919 1511.716 1496.8175 187.319112285274 187.689658996283 187.504385640778 1481.919 1511.716 1502.52329609377 0 1 713 0 1 0 0 0
"719" "c8.l51" 51 8 "St.Fs.55.06_28_2018" 727 733 1511.716 1541.513 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 165.548752566833 165.451835007079 165.500293786956 1511.716 1541.513 1526.6145 187.689658996283 187.689658996283 187.689658996283 1511.716 1541.513 1531.17589302685 1 1 713 2 NA 0 -1 1
"144" "c2.l52" 52 2 "St.Fs.55.06_28_2018" 754 733 1525.713 1555.663 19.2757616466332 180.689658996283 1563.08285465588 1531.17589302685 12.2757616466332 187.689658996283 178.292146724947 176.212083559538 176.199394279304 36.8621628426555 36.8639334715274 36.8630481570915 1525.713 1555.663 1540.688 59.4055179165652 59.408912041086 59.4072149788256 1526.52 1556.47 1541.495 1 1 747 2 1 0 0 0
